Date,AAPL US Equity - Price Earnings Ratio (P/E),AAPL US Equity - Enterprise Value/EBITDA,AAPL US Equity - Price to Sales Ratio,IBM US Equity - Price Earnings Ratio (P/E),IBM US Equity - Enterprise Value/EBITDA,IBM US Equity - Price to Sales Ratio,IBM US Equity - Price to Free Cash Flow,WMT US Equity - Price Earnings Ratio (P/E),WMT US Equity - Enterprise Value/EBITDA,WMT US Equity - Price to Sales Ratio,KO Equity (USD) - Price Earnings Ratio (P/E),KO Equity (USD) - Enterprise Value/EBITDA,KO Equity (USD) - Price to Sales Ratio,AAPL_returns,IBM_returns,WMT_returns,KO_returns
1994-12-01,22.4347,6.2401,0.4812,18.8765,6.0088,0.6198,17.03001456762953,20.9459,11.8724,0.6762,26.2427,17.3519,4.1851,0.03525756504019206,-0.018706711428081668,0.07647054574831791,0.01941798306826703
1994-11-01,21.7351,5.9583,0.558,19.877,6.2445,0.6526,17.109333348918575,21.1712,12.0494,0.6834,25.4545,16.617,3.962,0.05012866282795714,0.042414965854016495,-0.08440208375981684,0.011145607037484018
1994-10-01,25.3759,6.059,0.4352,18.5763,5.9381,0.6099,16.108655581882683,21.6435,12.072,0.7121,26.2879,17.1425,4.0917,-0.13748361116052776,-0.05033536564760899,-0.01063803399881913,0.014888042981291205
1994-09-01,24.3421,5.7907,0.4824,28.6968,7.3954,0.6032,18.34611358301274,22.8009,12.6099,0.7502,25.6061,16.7382,3.9856,0.2820066557104508,0.07001780563764592,0.005347065426741349,0.040387283568136034
1994-08-01,21.2406,6.1182,0.4491,25.9214,6.8999,0.5449,16.49066648589913,23.1481,12.7754,0.7616,27.4525,17.6435,4.139,-0.06586221938801351,0.02047227424833631,-0.049131209081791916,0.057065834775546165
1994-07-01,19.6705,5.235,0.3629,24.6122,6.6662,0.5173,17.23779675832794,23.0952,12.5155,0.777,27.3734,17.5947,4.1271,0.0742136511803968,0.10707086051291226,-0.015000091952331873,0.03661989513874886
1992-10-01,19.9612,4.6812,0.4005,455.1076,8.6891,0.55,17.34993689280042,22.381,12.185,0.753,27.2152,17.5484,4.1033,0.09523826702259375,0.02056031855699736,0.05749467304063427,-0.02153852016677138
1992-09-01,19.186,4.8394,0.4108,486.7123,8.1893,0.502,17.71368015946971,24.0476,12.9502,0.809,27.8523,17.6057,4.0764,0.16343474710425587,-0.17182676832694632,0.030536789493388117,0.00631574368049348
1992-08-01,19.4853,5.8503,0.4553,532.3636,7.928,0.4769,16.754569987184173,25.1214,13.6568,0.8714,26.4262,16.7417,3.8676,-0.01638421795677547,-0.055346054464359584,0.03501052311196817,-0.058139555206012106
1992-07-01,17.0037,7.1578,0.5077,549.9218,10.3395,0.462,16.756382341537016,27.5485,14.7931,0.9556,28.6074,18.0856,4.1869,-0.016044428333571004,-0.08575210419713986,0.02237183481358862,0.026865517472761224
1992-01-01,15.2574,5.8629,0.4555,14.8833,10.7574,0.4937,17.068494468714132,25.7282,13.9396,0.8924,29.5296,18.6024,4.2675,0.04247197709485251,-0.03472202245438871,0.0023202525070034064,0.05483845948157984
1991-12-01,11.4078,5.6529,0.4068,15.2332,10.7574,0.4937,17.6343367105271,25.641,16.036,0.8927,29.5296,18.6024,4.2675,0.1485590244964623,0.011236697901155557,-0.08416206446406549,-0.034267702274973444
1991-11-01,13.3495,4.3942,0.4681,16.1801,14.1238,0.4673,17.44738354038451,29.359,18.0451,1.0221,29.1812,18.4648,4.2172,0.11350807149717435,-0.025856436310510378,0.20460345976079464,0.16080900012117993
1991-10-01,16.5049,3.8519,0.4569,17.0653,16.829,0.399,16.764290913636845,27.0513,16.7948,0.9418,28.2918,18.3587,4.1312,-0.014561688090380276,-0.05852421919963624,0.05675674261363217,0.04127532211454321
1991-09-01,13.9976,3.0669,0.3474,12.437,16.6238,0.3643,17.05746169970604,26.3369,16.3498,0.9245,28.9146,18.7514,4.2222,0.04040349616104599,-0.051870293265125045,-0.03141391518939829,0.03676698832779124
1991-08-01,13.5697,2.838,0.4151,12.9987,18.6946,0.3968,16.50097645575261,27.5401,17.0053,0.9667,28.8256,18.731,4.2092,-0.06392925260021942,0.0826485763072009,-0.055984715857049894,-0.01901137721874957
1991-07-01,10.5134,13.150255065604831,0.4346,12.4691,8.6125,0.386,17.62040345353023,27.139,16.7998,0.9526,32.0896,20.8589,4.6075,0.14594674498415494,-0.04321015864322275,0.06299172395498931,0.09355528064936447
1991-06-01,9.748,13.170619889103785,0.6187,10.4826,9.1624,0.4283,17.452437169371457,29.2479,18.0715,1.0398,31.25,20.3288,4.487,0.1144555521521542,0.042470871312112024,0.11514766779613317,0.10805729448534018
1991-05-01,8.1565,13.318850667378442,0.9147,10.1739,9.3739,0.4526,16.229849945571818,31.0585,19.0666,1.1042,29.8507,19.5218,4.2861,-0.11476146131836973,-0.07399272153593972,-0.0029157610424525027,-0.048035171926634535
1991-04-01,7.6923,13.338698862347536,0.8279,11.2481,9.9663,0.4172,16.066144743000883,29.805,18.375,1.0596,34.6457,22.5955,4.9347,-0.14545376440516045,0.030339919878968225,0.05864209826057576,0.08530841906239672
1991-03-01,25.041578420948987,13.368267399947493,0.8319,11.701,9.9663,0.4365,15.82226748136251,36.5994,21.8548,1.3128,32.6772,21.3434,4.6543,-0.19117714223695625,-0.09549963803346406,0.04634829658693351,-0.02316306483919428
1991-02-01,33.81564150723493,13.121590673961101,0.8921,11.5192,9.3996,0.4595,17.856823442749185,37.464,22.329,1.3438,32.185,21.1672,4.5843,0.1902719945848197,-0.10701706998528826,0.0954067108517811,0.03580003776504359
1991-01-01,30.16429608175224,13.22424572967996,1.0015,10.2696,9.8149,0.4352,17.010138556916843,37.536,22.3582,1.3464,33.642,21.5044,4.7063,0.031531107142889425,0.015778121702437087,0.07196962650683969,0.07435792076418468
1990-12-01,36.12560343324626,13.0566476892278,1.0057,14.9697,10.0602,0.4257,18.392464315275895,39.8754,24.0166,1.4113,31.893,20.4101,4.4616,0.29069673214402636,0.12168159941378587,0.09214792464257138,0.04838712196469985
1990-11-01,33.44093107042222,13.132125399188958,0.9888,13.8993,9.9817,0.5562,17.769934467195462,40.109,24.1455,1.4196,33.0247,21.1386,4.6199,0.1739815973908756,0.0057284151955854234,0.004149009382122815,0.009820818171435874
1990-10-01,33.92715212294359,13.11845562998829,0.9028,14.0146,6.2061,0.545,17.882680857463075,37.9283,22.9446,1.3424,29.7747,18.3307,4.115,0.19511987722370971,0.07701441803465814,0.12616820797089456,0.030639984296013667
1990-09-01,30.827061520636548,13.205612536944379,0.776,14.2889,6.4794,0.658,17.163822586929207,38.6438,22.9093,1.3859,28.5944,17.6194,3.9519,0.0603445886612608,-0.008225624872744697,-0.01834870881933759,0.1414959596563754
1990-08-01,24.52015424782502,13.382926880579383,0.8212,15.6389,6.7349,0.7089,15.701358086318537,37.3366,22.1879,1.339,27.6824,17.1019,3.8258,-0.21384586467491395,0.055989384248874785,-0.042612747971895626,-0.06508912329566963
1990-07-01,26.700701153473922,13.321622309794389,0.8345,16.4804,5.2855,0.7754,16.206989817289962,36.5196,21.7341,1.3097,29.6171,18.6224,4.0387,-0.11904739710300416,-0.08632302994575036,-0.09163340403855769,-0.06887067077859998
1990-06-01,28.025462689329192,13.28437755383996,0.8569,17.1844,5.4706,0.801,16.514179480013375,36.6894,21.6073,1.3338,27.0833,17.0752,3.6932,-0.06145388092045878,-0.05106404880480819,0.007197728418363303,0.027177699124233845
1990-05-01,31.459944842316645,13.187819459303137,1.0939,15.6091,5.2996,0.7598,17.31057746232998,36.1775,21.3249,1.3152,24.5495,15.5393,3.3476,0.08785895622275053,-0.009867063409674581,0.10642964754127249,-0.016620535302969808
1990-04-01,30.53433236251537,13.213842415122363,1.1008,15.1974,4.8715,0.7598,17.09594367520152,35.6655,21.0394,1.2965,27.1327,17.2816,3.6165,0.04761829713705046,0.10091802216444612,0.1360201782439241,0.18360703708382142
1990-03-01,28.939018853237954,13.258693553018272,1.0664,15.335,4.7551,0.6991,16.72601761259385,38.4477,22.4519,1.3968,25.0,15.9698,3.3323,-0.02173736569436191,0.027089700619111534,0.05182302882274592,0.025735578988481
1990-02-01,33.755075028957435,13.123293458682285,1.2531,14.56,5.1511,0.7327,17.84277910682091,38.9892,22.7499,1.4165,25.7109,16.4382,3.427,0.18763888941654305,0.0343838381868633,0.07386433193750652,0.06028387785744438
1990-01-01,29.439020031694184,13.244636365090857,1.202,13.8956,5.4215,0.759,16.841959379632033,38.8989,22.6921,1.4132,25.674,16.4516,3.4199,0.0,0.053232628375376345,0.03225714127830481,0.023593898469179697
1989-12-01,28.62332562664238,13.267569050126834,1.0489,9.92,5.3516,0.7506,16.652813724062053,45.8171,26.8068,1.6665,23.8971,15.3482,3.1832,-0.03546201157405526,0.04780798520039542,-0.04896714164021809,-0.1084149617610386
1989-11-01,24.805812921233372,13.37489578419758,0.9607,10.1867,4.8706,0.7671,15.767597472927598,38.035,22.5149,1.3835,22.7941,14.6504,3.0363,-0.2014269598498981,-0.024042107645038557,0.028654019013585552,0.004357438111752598
1989-10-01,28.32597641042948,13.275928818048342,0.9749,11.1012,10.137172963702772,0.8148,16.583863499461412,35.9922,21.3855,1.3092,23.9018,19.995708020683885,3.1235,-0.048389158409405275,-0.026184649205024058,0.05120394196228495,0.06735746723701164
1989-09-01,30.47286588677201,13.215570502650934,0.937,11.1986,10.16157836948522,0.8594,17.081690645172074,38.8211,22.8733,1.4429,23.1266,20.07901362405798,3.0222,0.04494606491291364,-0.08237963641359913,0.01219593381026396,0.08601569169798595
1989-08-01,29.49360551295946,13.243101731971343,1.0277,10.9954,10.15044633541783,0.7934,16.854616824104596,41.1585,24.1774,1.5298,20.4134,20.041015451725524,2.6676,0.002373083542581922,-0.05722954641038458,-0.028325230787558553,0.0075190028250564644
1989-07-01,32.18762058157661,13.167361358287094,0.8968,10.6966,10.181071354385104,0.8292,17.479313086716118,38.7195,22.7996,1.4392,22.6542,20.145551131490645,3.0276,0.11949438896322317,0.018478666861384996,-0.023120996240399094,-0.022058402247181474
1989-06-01,28.602580052226067,13.268152297628637,0.8047,11.247,10.14031733801423,0.7954,16.64800317828799,36.5385,21.573,1.3894,24.3298,20.006441052602508,3.2516,-0.036363917723595374,0.02793225502370955,0.1359888713127544,0.2133826491235613
1989-05-01,26.35144372282209,13.331441441326993,0.9442,11.7087,10.114726875069527,0.8475,16.126002960846915,36.5385,21.573,1.3894,23.7936,19.919090365822942,3.1799,-0.1342312342991333,0.031721263037566505,0.006600247966353834,-0.02380905693351576
1989-04-01,34.59970753881996,13.099547198808656,1.1049,11.1957,10.208491471546589,0.8225,18.03863501658839,34.6154,20.407,1.3163,25.8596,20.239147174313615,3.3797,0.22435897435897445,-0.03943078701370406,0.05208369793110412,0.06451626580666292
1989-03-01,31.618175057224775,13.183370926054423,1.3661,11.2345,10.174598012722223,0.9094,17.347268357283316,34.141,20.2837,1.3515,21.8481,20.123454976324044,2.8554,0.09473795610026103,0.04581921510787024,0.10949397055844279,0.06582002209658211
1989-02-01,29.104702944039083,13.254035459195043,1.2104,12.0782,10.14602536959312,1.0201,16.764436934558066,31.1674,18.6047,1.2338,21.4183,20.025924892330337,2.7992,-0.014534311328366467,-0.09416478611970946,0.01960727282631125,0.07329799810352355
1989-01-01,28.52502514571701,13.2703327002806,1.1734,11.2692,10.139435709507206,1.0042,16.63001951486763,29.0749,17.2712,1.151,20.7965,20.003431694946908,2.7197,-0.0397355885052213,-0.0698563325679118,-0.05555554778909322,0.02139103816973531
1988-12-01,28.01036242645233,13.284802087305398,0.9091,11.5144,10.133585127703547,0.8953,16.510677985944717,27.7523,16.8042,1.1306,20.3171,19.98346127316463,2.657,-0.06211035924566766,0.07179433831209292,0.07713957643158631,0.04761890978977856
1988-11-01,31.10870812584322,13.1976942370901,0.8236,11.9153,10.1688064955854,0.9379,17.22913164317741,27.6376,16.7395,1.1259,22.7876,20.10368616633845,2.9801,0.0725890703099954,0.03781929108244819,0.037190270125486924,0.03604639704062884
1988-10-01,28.84352666416917,13.261378249985357,0.6891,11.2108,10.143056370414907,0.8708,16.70387459850504,24.656,15.0701,1.0045,23.0597,20.015790487266027,3.0894,-0.025888853179156124,-0.03363900652630669,-0.03585674798220717,0.005797004981297427
1988-09-01,26.979258003311887,13.313790876279109,0.6499,10.9456,10.121863740958624,0.878,16.27158241183248,26.0766,15.5958,1.0768,21.6045,19.943451399783655,2.8945,-0.10693724142238636,0.06283883093628662,-0.027130763160250204,-0.007193766950821301
1988-08-01,31.432934059007195,13.188578848827417,2.8569375357986804,12.3445,10.172492230482913,0.8563,17.304314121200164,27.2727,16.2658,1.1262,20.0,20.116267082724406,2.6795,0.08668467244145739,0.04388450771925401,0.07641695433170637,0.09374981647799485
1988-07-01,27.106458902993808,13.310214710805088,2.99606142313719,12.5163,10.123309735084934,0.9372,16.301078136469574,30.0239,17.8044,1.2398,21.1783,19.948387167467317,2.7481,-0.10140722951006476,-0.11331930038147497,-0.08745306732346037,0.04234527227157203
1988-06-01,28.506526968133617,13.270852763772064,2.9510402674072127,10.6921,10.139225425962042,0.9876,16.62573010218539,31.1875,18.2994,1.3002,21.656,20.00271391144576,2.8101,-0.04053978991140794,-0.012758247386956634,0.0749397220427257,-0.008447007508658677
1988-05-01,32.1224330728335,13.16919406008942,2.8347657262630914,10.7753,10.180330315957017,1.0318,17.464197212437927,28.1875,16.6228,1.1752,17.9538,20.14302166511236,2.3297,0.11666038621021291,0.1433275963714422,0.08407195394770262,0.026316259201406567
1988-04-01,29.719582954625754,13.236748532215561,2.912032747818092,10.2288,10.15301520131536,0.9372,16.907017148396736,24.8125,14.7343,1.0345,19.3792,20.049784038713533,2.4151,0.012197368963954291,-0.007718243750927445,0.018017698900525403,-0.006536566114730746
1988-03-01,30.01402190369222,13.228470584445603,2.9025646497241837,12.8706,10.156362323796191,0.9125,16.975292531556896,24.8684,14.543,1.038,18.2047,20.061209132822523,2.2688,0.024997993015046793,0.05342636166367587,-0.012015746533499239,0.007854015598398822
1988-02-01,27.876420186595407,13.288567780904163,2.971302236267501,12.3092,10.132062499384233,0.919,16.479619059207764,23.1579,13.5948,0.9666,17.198,19.978263921725947,2.1433,-0.06793344842053994,-0.07470443149922346,-0.04255272422632217,0.023410750682892
1988-01-01,30.27042765765305,13.221261913697612,2.89431956245553,12.6515,10.159277092599767,0.8726,17.03474866380995,22.4342,13.1901,0.9364,16.0774,20.071158427501018,2.0446,0.03614513802217223,0.04560597126115029,0.07305857425350037,-0.006644533666897323
1987-12-01,29.165199781234637,13.252334632384798,2.9298597176667527,14.0484,10.146713085414817,0.8328,16.778465121904205,23.758039876388917,13.072645579539378,0.7730327577885077,15.7407,20.028272346906057,2.0018,-0.011904233780285045,-0.02705590278303649,0.0543477814060076,-0.013114546559059193
1987-11-01,35.77609878663711,13.066473771066365,2.7172769718359957,15.5389,10.221864449558856,0.8775,18.311420133658096,24.02159369536541,13.222831522739918,0.7820899742292085,15.0253,20.28479460227081,1.9108,0.27550214732588896,0.05248676835466948,0.08333270658685477,0.0378570274166381
1987-10-01,26.089232941671032,13.338813316406599,3.0287717531258362,19.1223,10.111746115889774,0.9011,16.065200741546192,23.635411651854017,13.00276597909836,0.7688185507029692,15.1661,19.908915819077205,1.8856,-0.1456307507092408,-0.09591852292617142,-0.1312216043059361,-0.10303092631746635
1987-09-01,22.161878257585638,13.449228181872034,3.155061360925302,22.0611,10.067100741373341,0.982,15.15451400423802,23.478841520526938,12.913544608898873,0.7634379055919045,15.0787,19.756522947796668,1.8747,-0.3163710382481889,-0.1873963074486098,-0.2706265362127801,-0.14241076635473793
1987-08-01,30.535004529475017,13.213823517612363,2.885811721411632,21.0948,10.162284749020193,1.0682,17.096099539284253,23.812649283121022,13.10376470841231,0.7749094493059812,15.2972,20.081424785498875,1.9019,0.047647519346195155,-0.09848874660539109,-0.06413060242015955,-0.04444508299640282
1987-07-01,36.54867290218107,13.044753383199302,2.6924337656841715,21.2914,10.230646916003746,1.0488,18.49056692767304,24.052393569698328,13.24038280769231,0.7831484340506709,14.4404,20.31477274206599,1.7784,0.3090895203145456,0.04580768917185729,0.0872486124871088,0.06299208525873579
1987-06-01,29.865033933935553,13.232659278352806,2.9073555672197826,20.4861,10.154668658659405,1.0203,16.94074475602094,23.785939858440344,13.088544363081743,0.7739915607271741,13.8538,20.05542796297059,1.7062,0.01852079631590997,-0.009231273900781711,0.10270009941735658,0.07715871753964998
1987-05-01,30.05720227455577,13.227256598130854,2.901176124230652,20.5021,10.156853189527462,1.0264,16.985305324956187,23.793600949619538,13.092910030060734,0.7742548396326037,14.0343,20.06288465775678,1.7284,0.02687524361508986,0.022369437444078155,0.15598207370161332,0.0379012693725842
1987-04-01,29.366458193757627,13.24667639106716,2.923387970644039,19.2217,10.14900095038359,1.0685,16.825133523869297,23.766063357488573,13.077217754138793,0.7733084904840523,14.3396,20.036081763121512,1.7837,-0.0031545989782503225,-0.0007806488483974583,0.033112252794778696,0.005864569702561884
1987-03-01,34.69923444892941,13.096749068445117,2.7519050576092083,17.0609,10.20962287335104,1.0217,18.061713613846038,23.978662815845013,13.198367393712159,0.7806146236942934,14.3396,20.243009110100243,1.7837,0.22868586984381833,0.06661149996512417,-0.014173162599431244,-0.06248843845058061
1987-02-01,27.631684449047487,13.29544835719778,2.979172057762026,15.7461,10.129280392969282,1.1521,16.422869005225277,23.696903891415218,13.037807285021671,0.7709317757182322,14.434,19.968767457884518,1.7954,-0.07857324379459063,0.0849977636356054,0.05022899734007269,0.019497618533410144
1987-01-01,35.44851479471333,13.075683568832648,2.727810895351761,14.676,10.218140540927866,1.2386,18.235458978937757,24.008534047647828,13.215389492425393,0.7816411700476686,15.3807,20.27208338336382,1.8381,0.26126055483594346,0.08349444418373375,0.12886603354756687,0.05278692568731902
1986-12-01,37.95819257729639,13.005125710677286,2.647108680155921,12.2776,10.246670050873332,1.1556,18.81741056094712,24.108586274048456,13.272404177508113,0.7850795367289168,15.4835,20.369466236210446,1.8504,0.3703678651496112,0.07291644890708637,0.04390759151968493,0.12913968183154023
1986-11-01,29.726662043793528,13.23654950851107,2.911805109759783,11.9396,10.153095674970672,1.1482,16.90865866874208,23.780423446821267,13.08540084011816,0.7738019852764977,15.6893,20.05005872811928,1.875,0.012505129738634935,-0.047725167066124285,-0.023622435813635878,0.04169194829967471
1986-10-01,33.00963185185596,13.144251078946459,2.8062366030094825,12.9898,10.190415812416118,1.1882,17.669923515867,23.91130416815619,13.159983119581183,0.7782997953467481,13.5531,20.17744757777049,1.9022,0.15523102390900112,0.028311420397780562,0.06128085352841528,-0.0034133198368513362
1986-09-01,30.211408612416832,13.222921193407199,2.8962174027768497,12.5859,10.158606176018473,1.118,17.02106315127832,23.799748626239683,13.096413278904839,0.774466108958817,15.1099,20.068868315584155,2.1207,0.033579306931147856,-0.08085498368842226,0.06845340248909904,0.0888845743336979
1986-08-01,27.263179310668583,13.305808624744357,2.9910218582362598,12.0189,10.125091301013615,1.1031,16.337418932811016,23.68221285825122,13.02943561095186,0.7704269078031302,17.7198,19.954468378571217,2.487,-0.09459386794176938,-0.022429818908057064,-0.10554823173241945,-0.10561062075865013
1986-07-01,33.67143100992238,13.125645052528943,2.784955521254146,13.2888,10.197939011526772,1.244,17.8233834817965,23.937687825713397,13.175017826764321,0.7792064887041844,19.3966,20.203127324577537,2.6548,0.1840024967273799,0.04717008659206523,0.010752779753697927,-0.03194905801752901
1986-06-01,26.473665756915715,13.328005253221537,3.0164097758235995,13.5895,10.116116270457823,1.2614,16.154344171256795,23.650737666744703,13.011499497021955,0.7693452402215557,18.2471,19.923832938930676,2.4974,-0.12891767672071963,-0.09556327958994748,-0.10284570138966698,-0.058296871117857196
1986-05-01,28.739534339838944,13.264301922386755,2.943547587994708,13.935,10.141874206683841,1.1405,16.679760547657235,23.741070058427024,13.062975341686455,0.7724495777957568,17.0498,20.01175528032125,2.3336,-0.030409880890235108,-0.03151260051717619,0.08355085497551884,0.0818960710112171
1986-04-01,34.57167300100553,13.100335370484036,2.7560069751910143,13.5114,10.208172780585166,1.1493,18.032134284205437,23.973577379397256,13.195469461622013,0.7804398590151791,17.2189,20.238059352088165,2.327,0.2231401832304687,-0.02480009006554118,0.1820994936911562,0.0403584271116284
1986-03-01,31.067557447532224,13.198851160000052,2.8686867340947386,13.5061,10.168338702988962,1.0911,17.219589500951013,23.833880337361354,13.115863208516043,0.775639069746564,17.1185,20.102089399423466,2.3134,0.07080005984050208,0.031352678587224236,0.029655732267074297,0.06781679462696588
1986-02-01,32.429279951481874,13.160567271945803,2.824898633760338,13.5621,10.18381848927428,1.225,17.53534978337883,23.88816753279557,13.14679872552605,0.7775046882411691,18.3735,20.15492822325191,2.483,0.13000044039557923,0.01131956011985058,0.1580888755371408,0.09350642740342963
1986-01-01,31.303911811458377,13.192206220239244,2.8610864274448495,13.9201,10.171025531642059,1.1716,17.274396056978325,23.84330297340429,13.12123269049524,0.7759628854074953,18.5434,20.11126064140585,2.4853,0.08107547810648308,-0.004125173185203446,0.05836460788274156,0.14754105037767906
1985-12-01,30.615417881622864,13.211562751734759,2.883225917092571,13.5379,10.163198871759683,1.2041,17.114746027619084,23.815855087057514,13.10559153334616,0.7750196190627011,17.6136,20.084545059222243,2.3607,0.051143459991263684,-0.025723868631658986,0.009010309702508268,-0.007396379717928614
1985-11-01,31.58192907511473,13.184389956816926,2.8521463917177687,12.5813,10.174185975721192,1.2057,17.33886353066501,23.854386566047005,13.127548667328973,0.7763437810359308,15.5992,20.1220485259954,2.0907,0.09316217547808336,0.12195524661976709,0.07594921575162816,0.024243994111070366
1985-10-01,31.29168153295406,13.192550066075508,2.8614797092336954,12.0001,10.170886500307182,1.3336,17.271560063460193,23.842815394240798,13.120954843879936,0.7759461293990533,18.3417,20.110786070757726,1.9629,0.08054377128688484,0.0760347225495297,0.11792607162192614,0.1623041088536914
1985-09-01,33.63747143840204,13.126599802436274,2.786047538989575,12.0226,10.19755296597935,1.6411,17.815508834896498,23.936333974329845,13.174246335583577,0.7791599626281936,18.4045,20.20180959368035,1.9696,0.18252611695715482,0.04843574530183692,0.10994686465371806,0.03801421410014916
1985-08-01,30.589405746328318,13.212294064959575,2.8840623738500133,12.4736,10.162903171061474,1.8672,17.10871425597447,23.81481807263769,13.105000591468109,0.7749839813167221,17.0226,20.083535712141437,1.8217,0.05001259206184283,-0.013320465985355523,-0.07602109319365058,-0.026177970365979797
1985-07-01,28.17095746999494,13.280287068532322,2.961830976094953,11.7497,10.135410739709894,1.7854,16.547917244426856,23.718402853058038,13.050058451954854,0.7716706029892827,20.254,19.98969283149524,2.0601,-0.05512854932080713,-0.036155852866370686,0.045454884346382673,-0.008650200697914667
1985-06-01,26.723692888094213,13.32097591304922,3.0083698021324756,11.8019,10.118958528366427,1.8021,16.21232120940264,23.660705389019085,13.017179595975378,0.7696877881626573,20.9225,19.933534724351976,2.1281,-0.11804783997209478,0.06161611058233474,-0.09263380884685157,0.052771995813001515
1985-05-01,30.266359543116476,13.221376285929148,2.8944503783941538,11.6069,10.159230847095689,1.8006,17.03380533725752,23.80193933095781,13.097661650321514,0.7745413941012095,22.3708,20.07100057273495,2.2754,0.035968278252278996,-0.02938491119967601,0.04295894762055119,0.022099940449196165
1985-04-01,25.244580138653127,13.36256014680828,3.055932750743929,11.6528,10.102144273489367,1.802,15.869340126141218,23.6017382480155,12.983577215543727,0.7676613399744547,21.7228,19.87614081497364,2.1366,-0.18235171788907178,0.01679816369720455,0.11733339503584217,-0.009122915971881196
1985-03-01,28.529389398020776,13.270210002340194,2.9503050938524806,11.8841,10.139485321445585,1.6895,16.631031510730242,23.732692301951012,13.058201283533398,0.7721616701722385,20.8801,20.003601040726206,2.0537,-0.03954585425578949,-0.003937167316971912,0.052041574147726255,-0.010354154038263008
1985-02-01,26.999367215066233,13.3132255196742,2.9995051068263052,12.0948,10.12209233841473,1.5935,16.27624539593132,23.67169557682983,13.023442346136685,0.7700654738668996,19.7097,19.944231696131943,1.9386,-0.10606300090343557,-0.04453917710659272,-0.019229540156969538,0.10236152612367921
1985-01-01,26.068079044211867,13.33940804362884,3.029451986419858,10.9196,10.111505642657658,1.4707,16.060295512605066,23.634568318676937,13.002285406329108,0.7687895689521218,18.6531,19.908094985862004,1.7459,-0.14655040855154955,-0.01741456957095555,0.0,0.05833473927254684
